station,datetime,lon,lat,elev,precip
HRF,2011-01-18 17:14,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-18 17:34,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-18 17:54,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 01:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 01:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 01:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 02:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 02:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 02:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 03:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 03:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 03:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 04:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 04:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 04:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 05:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 05:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 05:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 06:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 06:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 06:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 07:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 07:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 07:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 08:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 08:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 08:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 09:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 09:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 09:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 10:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 10:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 10:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 11:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 11:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 11:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 12:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 12:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 12:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 13:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 13:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 13:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 14:15,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 14:35,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 14:55,-114.1246,46.2546,1098.91,0.00
HRF,2011-01-19 15:15,-114.1246,46.2546,1098.91,0.00
